record_id,student_id,dataset_source,sleep_hours,academic_score,gender,sleep_category,integration_method,bedtime_variability,cumulative_gpa,age,study_hours_per_day,attendance_percentage,productivity_score,distraction_hours
658,KGL_S1110,Kaggle,6.5,86.5,Male,Insufficient,append,,,24,5.1,64.3,6951.25,4.5
1439,KGL_S1891,Kaggle,6.5,65.6,Male,Insufficient,append,,,23,2.2,85.3,5715.833333333333,3.6
1288,KGL_S1740,Kaggle,6.5,79.0,Female,Insufficient,append,,,23,4.5,86.8,6232.5,3.5999999999999996
554,KGL_S1006,Kaggle,6.5,89.8,Female,Insufficient,append,,,21,5.6,85.8,6509.583333333333,2.9
563,KGL_S1015,Kaggle,6.5,74.0,Male,Insufficient,append,,,21,3.1,97.5,6708.333333333334,6.0
1319,KGL_S1771,Kaggle,6.5,84.6,Female,Insufficient,append,,,21,4.2,88.0,7252.083333333334,5.5
1251,KGL_S1703,Kaggle,6.5,37.9,Male,Insufficient,append,,,24,0.9,87.3,5609.583333333333,4.9
1296,KGL_S1748,Kaggle,6.5,45.7,Female,Insufficient,append,,,17,1.7,79.4,6380.833333333334,4.4
1393,KGL_S1845,Kaggle,6.5,78.1,Male,Insufficient,append,,,21,3.8,78.2,5892.5,3.4
1382,KGL_S1834,Kaggle,6.5,81.1,Other,Insufficient,append,,,17,4.0,100.0,7187.5,1.4
1464,KGL_S1916,Kaggle,6.5,69.1,Male,Insufficient,append,,,18,4.4,91.1,6944.166666666666,4.8
1430,KGL_S1882,Kaggle,6.5,68.2,Other,Insufficient,append,,,19,2.7,72.5,6437.5,1.8
1476,KGL_S1928,Kaggle,6.5,65.6,Female,Insufficient,append,,,22,2.8,79.3,5222.083333333333,3.3000000000000003
1383,KGL_S1835,Kaggle,6.5,100.0,Female,Insufficient,append,,,20,5.1,83.4,7689.166666666667,4.4
599,KGL_S1051,Kaggle,6.5,59.7,Female,Insufficient,append,,,22,2.5,85.7,6027.916666666667,3.7
583,KGL_S1035,Kaggle,6.5,72.6,Female,Insufficient,append,,,21,4.2,84.2,6052.916666666667,1.7
701,KGL_S1153,Kaggle,6.5,81.4,Female,Insufficient,append,,,19,4.3,77.9,6447.500000000001,3.8
154,CMU_117,CMU,6.507738095,67.272725,Female,Insufficient,append,1.282576208,3.351724138,,,,,
469,CMU_47024,CMU,6.508730158333334,91.666666675,Female,Insufficient,append,0.502055556,3.889,,,,,
475,CMU_49539,CMU,6.5125,90.275,Male,Insufficient,append,0.158355913,3.1665,,,,,
510,CMU_79167,CMU,6.515517241666667,96.43214285,Female,Insufficient,append,0.318043155,3.5,,,,,
533,CMU_93002,CMU,6.517948718333333,92.860714275,Female,Insufficient,append,0.119115111,3.380857143,,,,,
35,CMU_236,CMU,6.522,87.75,Male,Insufficient,append,0.190095486,3.29,,,,,
399,CMU_524,CMU,6.531547618333334,96.75,Male,Insufficient,append,0.150336458,3.875555556,,,,,
332,CMU_557,CMU,6.532098765,71.5,Female,Insufficient,append,0.293845743,2.799130435,,,,,
2,CMU_158,CMU,6.532183908333334,65.0,Female,Insufficient,append,0.141680839,3.66,,,,,
129,CMU_110,CMU,6.537356321666667,100.0,Male,Insufficient,append,0.150463081,4.0,,,,,
280,CMU_146,CMU,6.541975308333334,99.107125,Female,Insufficient,append,0.32452334,3.955172,,,,,
4,CMU_102,CMU,6.543678161666667,89.0,Female,Insufficient,append,0.130148455,3.61,,,,,
328,CMU_523,CMU,6.546428571666667,69.25,Female,Insufficient,append,0.22167162,3.385,,,,,
438,CMU_29885,CMU,6.556896551666667,87.504166675,Male,Insufficient,append,0.044408305,3.111166667,,,,,
329,CMU_534,CMU,6.557051281666667,75.0,Female,Insufficient,append,0.069091111,3.052727273,,,,,
424,CMU_22688,CMU,6.5577777783333335,98.6125,Male,Insufficient,append,0.119553772,3.888833333,,,,,
64,CMU_241,CMU,6.558695651666667,90.0,Female,Insufficient,append,0.242782369,3.81,,,,,
69,CMU_204,CMU,6.559649123333333,69.0,Male,Insufficient,append,1.873413066,2.15,,,,,
347,CMU_577,CMU,6.562,95.25,Male,Insufficient,append,0.110240644,3.78,,,,,
85,CMU_249,CMU,6.569047618333333,84.5,Male,Insufficient,append,0.321985597,3.61,,,,,
150,CMU_86,CMU,6.573214285000001,91.16665,Female,Insufficient,append,0.087243179,3.4875,,,,,
225,CMU_452,CMU,6.58045977,100.0,Female,Insufficient,append,0.028315264,4.0,,,,,
80,CMU_147,CMU,6.581111111666667,100.0,Male,Insufficient,append,0.32468254,4.0,,,,,
143,CMU_43,CMU,6.5815476183333335,96.66665,Female,Insufficient,append,0.041141213,3.6999995,,,,,
184,CMU_406,CMU,6.589285715,83.0,Male,Insufficient,append,0.162916095,3.7,,,,,
449,CMU_35824,CMU,6.598850575,87.5,Male,Insufficient,append,0.225481151,3.388833333,,,,,
957,KGL_S1409,Kaggle,6.6,53.0,Male,Insufficient,append,,,22,2.7,100.0,5791.666666666666,5.0
750,KGL_S1202,Kaggle,6.6,85.1,Male,Insufficient,append,,,23,3.7,78.1,7400.416666666666,0.7
989,KGL_S1441,Kaggle,6.6,82.7,Female,Insufficient,append,,,24,5.6,62.5,6791.666666666666,4.2
892,KGL_S1344,Kaggle,6.6,81.7,Male,Insufficient,append,,,19,3.2,78.6,7381.666666666666,2.4
647,KGL_S1099,Kaggle,6.6,65.6,Male,Insufficient,append,,,21,3.4,100.0,6572.916666666667,6.1
1213,KGL_S1665,Kaggle,6.6,75.3,Female,Insufficient,append,,,21,4.2,84.0,6933.333333333333,7.6
891,KGL_S1343,Kaggle,6.6,85.0,Other,Insufficient,append,,,18,3.5,85.8,7238.75,3.7
1197,KGL_S1649,Kaggle,6.6,88.0,Female,Insufficient,append,,,21,4.8,77.8,6226.25,4.5
887,KGL_S1339,Kaggle,6.6,77.9,Female,Insufficient,append,,,20,4.4,92.8,6288.75,4.3
1285,KGL_S1737,Kaggle,6.6,72.7,Male,Insufficient,append,,,21,5.9,100.0,5729.166666666667,7.199999999999999
991,KGL_S1443,Kaggle,6.6,66.8,Female,Insufficient,append,,,24,2.3,79.4,6162.083333333334,2.9000000000000004
878,KGL_S1330,Kaggle,6.6,52.2,Male,Insufficient,append,,,17,2.7,95.9,5553.75,3.9
1102,KGL_S1554,Kaggle,6.6,53.4,Other,Insufficient,append,,,17,2.7,80.9,5980.833333333334,5.8
1458,KGL_S1910,Kaggle,6.6,89.2,Male,Insufficient,append,,,19,4.9,100.0,8166.666666666667,3.4
758,KGL_S1210,Kaggle,6.6,66.3,Female,Insufficient,append,,,23,3.2,83.8,7095.0,4.0
656,KGL_S1108,Kaggle,6.6,60.0,Female,Insufficient,append,,,22,2.4,93.3,7165.833333333333,4.0
637,KGL_S1089,Kaggle,6.6,41.1,Male,Insufficient,append,,,18,1.2,72.7,5192.5,3.6
706,KGL_S1158,Kaggle,6.6,62.3,Female,Insufficient,append,,,17,2.6,83.8,5886.666666666667,4.8
1445,KGL_S1897,Kaggle,6.6,70.8,Male,Insufficient,append,,,20,4.8,93.2,5559.166666666666,5.0
1394,KGL_S1846,Kaggle,6.6,75.5,Male,Insufficient,append,,,18,3.5,89.6,6396.25,3.1
770,KGL_S1222,Kaggle,6.6,100.0,Male,Insufficient,append,,,22,6.7,83.2,6715.416666666667,4.9
1513,KGL_S1965,Kaggle,6.6,77.3,Male,Insufficient,append,,,17,4.3,59.8,5974.166666666667,4.0
947,KGL_S1399,Kaggle,6.6,59.6,Male,Insufficient,append,,,17,3.1,80.0,5479.166666666667,4.0
703,KGL_S1155,Kaggle,6.6,57.3,Male,Insufficient,append,,,18,1.5,77.9,6707.916666666667,5.3
941,KGL_S1393,Kaggle,6.6,51.8,Male,Insufficient,append,,,24,2.3,67.5,6125.0,7.6
1071,KGL_S1523,Kaggle,6.6,61.7,Other,Insufficient,append,,,23,4.0,83.0,4970.833333333334,6.6
709,KGL_S1161,Kaggle,6.6,76.8,Other,Insufficient,append,,,17,4.3,73.8,6553.333333333333,4.2
1156,KGL_S1608,Kaggle,6.6,61.1,Female,Insufficient,append,,,20,3.7,81.3,6095.0,4.4
849,KGL_S1301,Kaggle,6.6,41.7,Male,Insufficient,append,,,17,1.7,97.0,6018.75,7.3
668,KGL_S1120,Kaggle,6.6,87.9,Male,Insufficient,append,,,24,3.7,92.1,6937.916666666666,1.3
672,KGL_S1124,Kaggle,6.6,61.7,Female,Insufficient,append,,,21,2.3,81.9,5818.333333333333,2.0
1008,KGL_S1460,Kaggle,6.6,72.3,Male,Insufficient,append,,,18,3.7,87.4,6330.833333333334,3.5999999999999996
139,CMU_33,CMU,6.608333333333333,74.80767499999999,Female,Insufficient,append,0.110143652,2.566666,,,,,
311,CMU_418,CMU,6.610784313333334,95.0,Female,Insufficient,append,0.108658854,3.78,,,,,
391,CMU_445,CMU,6.620833333333334,92.75,Male,Insufficient,append,0.053512803,3.348181818,,,,,
6,CMU_184,CMU,6.623333333333333,84.0,Female,Insufficient,append,0.209483025,3.2,,,,,
433,CMU_26858,CMU,6.629444445,91.666666675,Female,Insufficient,append,0.023841987,3.5,,,,,
66,CMU_357,CMU,6.631410256666666,100.0,Female,Insufficient,append,0.234693778,4.0,,,,,
220,CMU_412,CMU,6.632051281666667,100.0,Female,Insufficient,append,0.124438657,3.6,,,,,
348,CMU_581,CMU,6.63271605,100.0,Male,Insufficient,append,0.419997124,3.56,,,,,
216,CMU_381,CMU,6.633333333333334,100.0,Female,Insufficient,append,0.464511111,4.0,,,,,
495,CMU_67106,CMU,6.635000000000001,100.0,Male,Insufficient,append,0.072070947,3.888833333,,,,,
67,CMU_152,CMU,6.639393940000001,100.0,Male,Insufficient,append,0.173497222,3.98,,,,,
467,CMU_46365,CMU,6.640123456666667,100.0,Male,Insufficient,append,0.057471647,4.0,,,,,
86,CMU_310,CMU,6.641666666666667,84.5,Male,Insufficient,append,0.178527239,3.35,,,,,
148,CMU_82,CMU,6.641666666666667,91.66665,Female,Insufficient,append,0.024217345,3.796551103,,,,,
531,CMU_92515,CMU,6.646491228333333,100.0,Male,Insufficient,append,0.122353395,4.0,,,,,
151,CMU_89,CMU,6.648611111666667,56.73074999999999,Female,Insufficient,append,0.200582336,3.375,,,,,
105,CMU_287,CMU,6.648765431666666,90.0,Female,Insufficient,append,0.226937459,3.39,,,,,
404,CMU_550,CMU,6.651785715,88.5,Male,Insufficient,append,0.123336382,3.553214286,,,,,
59,CMU_326,CMU,6.657843136666667,44.75,Male,Insufficient,append,1.93218099,1.94,,,,,
366,CMU_54,CMU,6.658730158333333,61.944425,Male,Insufficient,append,1.469314583,3.082757931,,,,,
428,CMU_24883,CMU,6.661494253333333,97.225,Male,Insufficient,append,0.111539116,4.0,,,,,
109,CMU_307,CMU,6.6648809516666665,78.25,Female,Insufficient,append,0.15196464,2.67,,,,,
372,CMU_99,CMU,6.667307691666666,84.16665,Male,Insufficient,append,0.129263556,3.590624313,,,,,
63,CMU_173,CMU,6.669753086666666,76.5,Female,Insufficient,append,0.036193294,2.93,,,,,
365,CMU_49,CMU,6.670833333333333,89.09089999999999,Male,Insufficient,append,11.48029478,3.396551241,,,,,
70,CMU_289,CMU,6.678571428333333,80.75,Male,Insufficient,append,0.296888889,2.76,,,,,
385,CMU_391,CMU,6.6839506166666665,97.75,Male,Insufficient,append,0.053640286,3.788181818,,,,,
44,CMU_308,CMU,6.684615385,84.75,Female,Insufficient,append,0.109464444,3.74,,,,,
482,CMU_57443,CMU,6.697619048333333,90.279166675,Female,Insufficient,append,0.271912437,3.277833333,,,,,
410,CMU_13486,CMU,6.699444445,90.279166675,Male,Insufficient,append,0.086050007,3.277666667,,,,,
823,KGL_S1275,Kaggle,6.7,77.8,Male,Insufficient,append,,,20,3.9,74.2,6157.083333333333,4.9
819,KGL_S1271,Kaggle,6.7,73.6,Female,Insufficient,append,,,24,4.7,79.9,5247.499999999999,4.6
1186,KGL_S1638,Kaggle,6.7,99.4,Female,Insufficient,append,,,18,5.1,75.2,7650.833333333332,2.8
1126,KGL_S1578,Kaggle,6.7,77.2,Male,Insufficient,append,,,18,4.9,97.0,6091.666666666667,5.800000000000001
695,KGL_S1147,Kaggle,6.7,78.1,Female,Insufficient,append,,,19,3.5,74.3,5867.916666666667,4.5
1496,KGL_S1948,Kaggle,6.7,63.2,Female,Insufficient,append,,,22,3.0,70.2,6150.833333333333,4.6
1021,KGL_S1473,Kaggle,6.7,80.6,Male,Insufficient,append,,,20,5.0,96.2,6623.750000000001,5.5
877,KGL_S1329,Kaggle,6.7,100.0,Male,Insufficient,append,,,24,5.4,76.8,7524.166666666668,0.2
772,KGL_S1224,Kaggle,6.7,72.7,Female,Insufficient,append,,,18,4.6,87.7,6577.916666666667,5.5
893,KGL_S1345,Kaggle,6.7,71.6,Male,Insufficient,append,,,23,2.8,91.6,6185.833333333333,1.8
1492,KGL_S1944,Kaggle,6.7,67.9,Female,Insufficient,append,,,21,1.7,61.0,6035.416666666667,3.3
1344,KGL_S1796,Kaggle,6.7,33.6,Male,Insufficient,append,,,21,0.3,95.2,5390.416666666667,5.3
684,KGL_S1136,Kaggle,6.7,67.6,Female,Insufficient,append,,,17,4.9,91.1,6110.833333333333,6.6
1221,KGL_S1673,Kaggle,6.7,84.9,Male,Insufficient,append,,,22,3.9,85.4,6697.499999999999,2.4000000000000004
1261,KGL_S1713,Kaggle,6.7,83.3,Female,Insufficient,append,,,20,4.7,94.4,7630.833333333334,2.0
1468,KGL_S1920,Kaggle,6.7,74.5,Male,Insufficient,append,,,21,3.5,62.8,6632.5,6.4
1219,KGL_S1671,Kaggle,6.7,70.4,Other,Insufficient,append,,,22,3.8,81.2,5800.833333333334,2.5999999999999996
783,KGL_S1235,Kaggle,6.7,71.5,Female,Insufficient,append,,,20,3.8,72.3,5734.583333333333,1.1
950,KGL_S1402,Kaggle,6.7,50.1,Male,Insufficient,append,,,19,0.0,81.5,6391.666666666667,1.4
676,KGL_S1128,Kaggle,6.7,48.7,Male,Insufficient,append,,,20,1.8,92.4,5382.916666666667,2.9000000000000004
562,KGL_S1014,Kaggle,6.7,78.9,Male,Insufficient,append,,,24,2.4,87.4,7205.833333333334,2.2
1084,KGL_S1536,Kaggle,6.7,40.4,Male,Insufficient,append,,,24,2.0,81.3,6178.333333333333,5.0
1427,KGL_S1879,Kaggle,6.7,44.3,Female,Insufficient,append,,,21,0.8,91.8,6117.916666666667,3.3
1035,KGL_S1487,Kaggle,6.7,94.6,Male,Insufficient,append,,,20,5.0,84.1,6852.500000000001,2.8
1046,KGL_S1498,Kaggle,6.7,71.7,Female,Insufficient,append,,,17,2.0,91.9,6724.583333333334,4.7
607,KGL_S1059,Kaggle,6.7,97.1,Female,Insufficient,append,,,21,6.7,84.5,6758.333333333334,4.800000000000001
1233,KGL_S1685,Kaggle,6.7,55.4,Female,Insufficient,append,,,22,2.0,67.2,6190.416666666667,3.9000000000000004
1297,KGL_S1749,Kaggle,6.7,77.2,Female,Insufficient,append,,,18,3.7,70.1,6752.500000000001,5.0
577,KGL_S1029,Kaggle,6.7,75.7,Female,Insufficient,append,,,20,2.0,82.6,6752.499999999999,7.0
1129,KGL_S1581,Kaggle,6.7,68.5,Male,Insufficient,append,,,17,3.2,91.3,5626.25,5.5
733,KGL_S1185,Kaggle,6.7,40.4,Female,Insufficient,append,,,21,1.3,80.6,5265.0,7.4
629,KGL_S1081,Kaggle,6.7,57.6,Other,Insufficient,append,,,20,3.2,100.0,5312.5,8.2
624,KGL_S1076,Kaggle,6.7,100.0,Male,Insufficient,append,,,20,6.0,85.1,7815.000000000001,5.4
1371,KGL_S1823,Kaggle,6.7,85.4,Male,Insufficient,append,,,23,4.8,93.5,5733.333333333334,3.4
294,CMU_352,CMU,6.702,97.25,Female,Insufficient,append,0.110837191,3.688928571,,,,,
178,CMU_154,CMU,6.704666666666666,94.23075,Male,Insufficient,append,0.083661748,3.3499995,,,,,
384,CMU_388,CMU,6.705357143333333,85.75,Male,Insufficient,append,0.036096632,3.75862069,,,,,
24,CMU_295,CMU,6.706944445,75.0,Female,Insufficient,append,0.406257089,3.47,,,,,
259,CMU_67,CMU,6.709876543333333,96.25,Female,Insufficient,append,0.104858646,3.912902516,,,,,
166,CMU_471,CMU,6.71,81.25,Female,Insufficient,append,0.080024595,3.800454545,,,,,
115,CMU_149,CMU,6.710869564999999,69.25,Male,Insufficient,append,0.167170569,2.49,,,,,
322,CMU_503,CMU,6.715432098333333,73.5,Female,Insufficient,append,0.13315212,3.492258065,,,,,
132,CMU_538,CMU,6.716071428333334,81.75,Male,Insufficient,append,0.032421125,3.552758621,,,,,
403,CMU_549,CMU,6.724074073333333,86.5,Male,Insufficient,append,0.174796598,3.324347826,,,,,
336,CMU_570,CMU,6.724691358333333,75.25,Female,Insufficient,append,0.052149901,3.363703704,,,,,
491,CMU_64232,CMU,6.738505746666666,88.8875,Female,Insufficient,append,0.268498441,3.277833333,,,,,
285,CMU_195,CMU,6.739583333333333,71.66665,Female,Insufficient,append,1.234155329,2.608695217,,,,,
447,CMU_35344,CMU,6.739655171666667,95.833333325,Female,Insufficient,append,0.125761409,4.0,,,,,
190,CMU_472,CMU,6.739880951666667,45.0,Male,Insufficient,append,0.136234187,2.99625,,,,,
359,CMU_13,CMU,6.746666666666667,88.333325,Male,Insufficient,append,1.118415316,3.592856464,,,,,
497,CMU_67709,CMU,6.753472221666667,90.625,Male,Insufficient,append,1.160884268,3.5334,,,,,
138,CMU_32,CMU,6.753571428333333,87.5,Female,Insufficient,append,0.062150968,3.17999955,,,,,
165,CMU_470,CMU,6.753787878333333,38.75,Female,Insufficient,append,0.632601411,2.9855,,,,,
425,CMU_22842,CMU,6.755,70.833333325,Male,Insufficient,append,0.189318932,3.3334,,,,,
354,CMU_665,CMU,6.756410256666666,89.25,Male,Insufficient,append,0.103651556,3.52,,,,,
49,CMU_168,CMU,6.771264368333333,89.75,Female,Insufficient,append,0.057516652,3.23,,,,,
47,CMU_145,CMU,6.775333333333333,76.5,Female,Insufficient,append,0.087405961,3.72,,,,,
281,CMU_155,CMU,6.778571428333334,98.823525,Female,Insufficient,append,0.098910227,3.913792862,,,,,
212,CMU_350,CMU,6.778846153333333,95.25,Female,Insufficient,append,0.347546667,3.74,,,,,
229,CMU_476,CMU,6.779166666666667,86.25,Female,Insufficient,append,0.107086953,3.52,,,,,
209,CMU_294,CMU,6.779333333333333,88.75,Female,Insufficient,append,0.047560282,4.0,,,,,
136,CMU_6,CMU,6.781410256666666,86.92307500000001,Female,Insufficient,append,0.138198222,3.426666267,,,,,
455,CMU_36875,CMU,6.786111111666667,93.05833332499999,Female,Insufficient,append,0.627589267,3.4445,,,,,
152,CMU_98,CMU,6.788690476666667,99.16665,Female,Insufficient,append,0.889206295,3.370967742,,,,,
334,CMU_564,CMU,6.78974359,90.75,Female,Insufficient,append,0.048606222,3.601034483,,,,,
470,CMU_47142,CMU,6.794642856666667,95.833333325,Female,Insufficient,append,0.122579637,3.761857143,,,,,
1152,KGL_S1604,Kaggle,6.8,72.8,Other,Insufficient,append,,,23,3.1,100.0,7145.833333333334,4.8
1544,KGL_S1996,Kaggle,6.8,65.9,Female,Insufficient,append,,,17,2.9,86.0,6400.0,3.4
1190,KGL_S1642,Kaggle,6.8,50.4,Female,Insufficient,append,,,24,2.4,71.5,4933.333333333334,3.4
761,KGL_S1213,Kaggle,6.8,45.5,Male,Insufficient,append,,,23,1.1,88.3,5717.916666666666,6.9
710,KGL_S1162,Kaggle,6.8,83.8,Female,Insufficient,append,,,24,3.4,77.3,6567.916666666666,3.1
713,KGL_S1165,Kaggle,6.8,39.0,Male,Insufficient,append,,,17,0.5,90.0,5520.833333333334,5.6
1262,KGL_S1714,Kaggle,6.8,80.6,Female,Insufficient,append,,,24,5.5,83.2,5611.25,3.5
1325,KGL_S1777,Kaggle,6.8,87.5,Other,Insufficient,append,,,24,4.2,89.0,7839.583333333334,2.5
1293,KGL_S1745,Kaggle,6.8,74.0,Female,Insufficient,append,,,18,4.2,81.6,5915.0,4.8
1475,KGL_S1927,Kaggle,6.8,43.5,Female,Insufficient,append,,,20,3.3,67.1,4750.416666666666,5.9
1193,KGL_S1645,Kaggle,6.8,46.3,Female,Insufficient,append,,,21,1.1,95.2,5067.5,2.8
842,KGL_S1294,Kaggle,6.8,94.9,Male,Insufficient,append,,,18,4.3,100.0,7802.083333333334,3.3
1379,KGL_S1831,Kaggle,6.8,77.6,Female,Insufficient,append,,,21,4.6,84.2,5344.583333333333,4.5
735,KGL_S1187,Kaggle,6.8,73.8,Male,Insufficient,append,,,23,4.9,84.3,6107.5,5.0
1137,KGL_S1589,Kaggle,6.8,75.4,Male,Insufficient,append,,,21,5.0,78.9,5503.750000000001,2.5
1201,KGL_S1653,Kaggle,6.8,82.6,Female,Insufficient,append,,,21,4.8,100.0,7583.333333333334,4.0
1532,KGL_S1984,Kaggle,6.8,82.4,Male,Insufficient,append,,,24,3.2,97.5,7031.25,3.1
632,KGL_S1084,Kaggle,6.8,51.3,Female,Insufficient,append,,,23,2.5,84.4,5505.833333333334,6.0
590,KGL_S1042,Kaggle,6.8,63.5,Male,Insufficient,append,,,18,3.7,88.9,5180.833333333334,5.4
700,KGL_S1152,Kaggle,6.8,90.3,Female,Insufficient,append,,,17,5.6,85.8,6842.916666666668,6.8999999999999995
1282,KGL_S1734,Kaggle,6.8,75.2,Female,Insufficient,append,,,18,3.4,100.0,6489.583333333334,4.5
1180,KGL_S1632,Kaggle,6.8,75.4,Male,Insufficient,append,,,21,3.3,87.7,7202.916666666667,4.1
1517,KGL_S1969,Kaggle,6.8,83.0,Female,Insufficient,append,,,19,4.6,81.1,5902.5,5.6
30,CMU_181,CMU,6.801923076666667,100.0,Female,Insufficient,append,0.093037333,4.0,,,,,
494,CMU_66815,CMU,6.802873563333334,95.833333325,Male,Insufficient,append,0.051815476,3.9445,,,,,
238,CMU_595,CMU,6.804597701666666,71.0,Female,Insufficient,append,0.044082341,2.49,,,,,
345,CMU_479,CMU,6.8053571433333335,94.5,Male,Insufficient,append,0.267059518,2.86,,,,,
488,CMU_63347,CMU,6.806321838333333,97.621428575,Male,Insufficient,append,0.09272038,3.952428571,,,,,
276,CMU_126,CMU,6.808000000000001,99.03845,Female,Insufficient,append,0.252284433,3.8799998,,,,,
146,CMU_78,CMU,6.80925926,86.66665,Female,Insufficient,append,0.061395464,3.499999667,,,,,
265,CMU_87,CMU,6.8125,96.875,Female,Insufficient,append,0.074575903,3.749999643,,,,,
303,CMU_373,CMU,6.824691358333333,85.25,Female,Insufficient,append,0.061013725,3.155454545,,,,,
170,CMU_526,CMU,6.829166666666667,88.0,Female,Insufficient,append,0.019544277,3.26,,,,,
167,CMU_473,CMU,6.835185185,83.75,Female,Insufficient,append,0.12400189,3.662727273,,,,,
326,CMU_511,CMU,6.842857143333333,95.0,Female,Insufficient,append,0.204280556,3.862592593,,,,,
446,CMU_34467,CMU,6.846296296666667,98.810714275,Female,Insufficient,append,0.127212611,4.0,,,,,
137,CMU_19,CMU,6.8544444449999995,77.5,Female,Insufficient,append,0.09267432,3.265517103,,,,,
39,CMU_129,CMU,6.855172413333333,85.0,Female,Insufficient,append,0.090083617,4.0,,,,,
320,CMU_494,CMU,6.858333333333333,96.5,Female,Insufficient,append,0.103435203,3.724117647,,,,,
441,CMU_31294,CMU,6.860714285,97.220833325,Female,Insufficient,append,0.011592745,3.9445,,,,,
340,CMU_383,CMU,6.863888888333333,89.25,Male,Insufficient,append,0.120820206,3.77,,,,,
112,CMU_264,CMU,6.86439394,85.0,Male,Insufficient,append,0.340234316,2.91,,,,,
278,CMU_128,CMU,6.871666666666667,99.16665,Female,Insufficient,append,7.477890947,3.8666665,,,,,
415,CMU_17308,CMU,6.875,92.860714275,Female,Insufficient,append,0.062218919,3.761857143,,,,,
45,CMU_258,CMU,6.875595238333333,88.75,Male,Insufficient,append,0.129549992,3.76,,,,,
145,CMU_50,CMU,6.875925926666667,85.89285,Female,Insufficient,append,0.077292899,3.599999619,,,,,
304,CMU_380,CMU,6.87948718,80.75,Female,Insufficient,append,0.185720889,3.259655172,,,,,
444,CMU_33785,CMU,6.882183908333333,86.1125,Male,Insufficient,append,0.069260204,3.555666667,,,,,
355,CMU_670,CMU,6.885119048333333,88.25,Male,Insufficient,append,0.289564472,3.0,,,,,
122,CMU_300,CMU,6.889655171666666,82.0,Female,Insufficient,append,0.251342474,2.96,,,,,
321,CMU_499,CMU,6.8919999999999995,98.25,Female,Insufficient,append,0.126889468,3.946428571,,,,,
123,CMU_242,CMU,6.893678161666667,88.5,Male,Insufficient,append,0.044951814,3.49,,,,,
436,CMU_28653,CMU,6.893678161666667,93.05833332499999,Male,Insufficient,append,0.13544076,3.888833333,,,,,
451,CMU_36117,CMU,6.8942528733333335,94.445833325,Male,Insufficient,append,0.052315405,3.571428571,,,,,
181,CMU_321,CMU,6.895679011666667,91.75,Male,Insufficient,append,0.121005506,3.048181818,,,,,
221,CMU_413,CMU,6.896428571666666,75.0,Female,Insufficient,append,0.197647843,3.79,,,,,
1389,KGL_S1841,Kaggle,6.9,62.6,Male,Insufficient,append,,,24,3.3,81.4,6378.75,3.3
1091,KGL_S1543,Kaggle,6.9,77.1,Female,Insufficient,append,,,18,5.2,96.0,6004.166666666667,4.6000000000000005
1061,KGL_S1513,Kaggle,6.9,62.5,Male,Insufficient,append,,,22,2.1,70.9,5730.833333333334,4.6
1131,KGL_S1583,Kaggle,6.9,70.5,Female,Insufficient,append,,,18,5.2,70.0,5041.666666666667,5.2
1019,KGL_S1471,Kaggle,6.9,33.8,Female,Insufficient,append,,,24,2.2,96.5,5933.333333333334,4.2
1025,KGL_S1477,Kaggle,6.9,84.0,Male,Insufficient,append,,,24,4.1,93.8,7095.0,5.800000000000001
1026,KGL_S1478,Kaggle,6.9,97.7,Female,Insufficient,append,,,17,6.6,77.9,6260.0,3.0
1012,KGL_S1464,Kaggle,6.9,85.3,Male,Insufficient,append,,,20,6.3,73.1,6171.249999999999,6.9
988,KGL_S1440,Kaggle,6.9,76.1,Male,Insufficient,append,,,17,3.2,100.0,6802.083333333333,1.1
1271,KGL_S1723,Kaggle,6.9,53.2,Female,Insufficient,append,,,17,2.6,78.3,5103.333333333333,3.8
1265,KGL_S1717,Kaggle,6.9,66.3,Female,Insufficient,append,,,20,3.2,96.3,6178.333333333333,3.8
786,KGL_S1238,Kaggle,6.9,74.2,Male,Insufficient,append,,,19,5.3,90.5,6137.5,7.0
1349,KGL_S1801,Kaggle,6.9,65.5,Female,Insufficient,append,,,22,3.9,99.1,6196.25,5.7
1365,KGL_S1817,Kaggle,6.9,88.2,Female,Insufficient,append,,,19,4.9,71.4,6545.416666666667,4.9
666,KGL_S1118,Kaggle,6.9,58.3,Female,Insufficient,append,,,24,3.8,72.8,5070.0,5.199999999999999
1284,KGL_S1736,Kaggle,6.9,72.8,Female,Insufficient,append,,,20,3.1,78.6,6267.083333333333,3.3
1334,KGL_S1786,Kaggle,6.9,85.3,Male,Insufficient,append,,,23,4.1,77.3,7015.833333333333,5.0
1234,KGL_S1686,Kaggle,6.9,69.9,Female,Insufficient,append,,,22,5.4,75.6,5265.0,4.8
742,KGL_S1194,Kaggle,6.9,66.6,Male,Insufficient,append,,,23,2.6,89.4,7245.416666666667,5.1
1368,KGL_S1820,Kaggle,6.9,50.7,Male,Insufficient,append,,,23,2.0,90.7,5798.75,6.1
715,KGL_S1167,Kaggle,6.9,72.2,Male,Insufficient,append,,,23,3.3,85.8,6749.166666666668,3.2
1374,KGL_S1826,Kaggle,6.9,87.8,Male,Insufficient,append,,,19,4.6,75.2,5838.333333333333,4.8
865,KGL_S1317,Kaggle,6.9,80.4,Male,Insufficient,append,,,17,4.1,70.2,6671.666666666667,4.2
